126[3430, 11519, 11521, 12957, 18927, 20371, 20375, 24435]
127[3788, 12953, 12955, 12957, 20369, 20371, 20375, 24435]
128[4, 4130, 4814, 7078, 14988, 17988, 18928, 24436]
129[722, 4130, 7582, 10582, 14988, 17988, 20376, 24436]
130[1064, 4814, 7584, 11522, 14988, 18928, 20378, 24436]
131[2196, 7078, 10584, 11524, 17988, 18928, 20384, 24436]
132[2446, 7582, 7584, 12958, 14988, 20376, 20378, 24436]
133[3196, 10582, 10584, 12960, 17988, 20376, 20384, 24436]
134[3431, 11522, 11524, 12962, 18928, 20378, 20384, 24436]
135[3789, 12958, 12960, 12962, 20376, 20378, 20384, 24436]
136[5, 4131, 4816, 7080, 14989, 17989, 18932, 24437]
137[722, 4131, 7582, 10582, 14989, 17989, 20376, 24437]
138[1065, 4816, 7585, 11526, 14989, 18932, 20379, 24437]
139[2197, 7080, 10585, 11528, 17989, 18932, 20385, 24437]
140[2446, 7582, 7585, 12958, 14989, 20376, 20379, 24437]
141[3196, 10582, 10585, 12960, 17989, 20376, 20385, 24437]
142[3432, 11526, 11528, 12963, 18932, 20379, 20385, 24437]
143[3789, 12958, 12960, 12963, 20376, 20379, 20385, 24437]
144[40, 4170, 4815, 7150, 14990, 18068, 18929, 24438]
145[742, 4170, 7583, 10662, 14990, 18068, 20377, 24438]
146[1064, 4815, 7584, 11522, 14990, 18929, 20378, 24438]
147[2232, 7150, 10664, 11525, 18068, 18929, 20386, 24438]
148[2446, 7583, 7584, 12958, 14990, 20377, 20378, 24438]
149[3216, 10662, 10664, 12961, 18068, 20377, 20386, 24438]
150[3431, 11522, 11525, 12962, 18929, 20378, 20386, 24438]
151[3789, 12958, 12961, 12962, 20377, 20378, 20386, 24438]
152[41, 4171, 4817, 7152, 14991, 18069, 18933, 24439]
153[742, 4171, 7583, 10662, 14991, 18069, 20377, 24439]
154[1065, 4817, 7585, 11526, 14991, 18933, 20379, 24439]
155[2233, 7152, 10665, 11529, 18069, 18933, 20387, 24439]
156[2446, 7583, 7585, 12958, 14991, 20377, 20379, 24439]
157[3216, 10662, 10665, 12961, 18069, 20377, 20387, 24439]
158[3432, 11526, 11529, 12963, 18933, 20379, 20387, 24439]
159[3789, 12958, 12961, 12963, 20377, 20379, 20387, 24439]
160[364, 5602, 6286, 7079, 16488, 17990, 18930, 24440]
161[1458, 5602, 9082, 10583, 16488, 17990, 20380, 24440]
162[1800, 6286, 9084, 11523, 16488, 18930, 20382, 24440]
163[2196, 7079, 10584, 11524, 17990, 18930, 20384, 24440]
164[2821, 9082, 9084, 12959, 16488, 20380, 20382, 24440]
165[3196, 10583, 10584, 12960, 17990, 20380, 20384, 24440]
166[3431, 11523, 11524, 12962, 18930, 20382, 20384, 24440]
167[3789, 12959, 12960, 12962, 20380, 20382, 20384, 24440]
168[365, 5603, 6288, 7081, 16489, 17991, 18934, 24441]
169[1458, 5603, 9082, 10583, 16489, 17991, 20380, 24441]
170[1801, 6288, 9085, 11527, 16489, 18934, 20383, 24441]
171[2197, 7081, 10585, 11528, 17991, 18934, 20385, 24441]
172[2821, 9082, 9085, 12959, 16489, 20380, 20383, 24441]
173[3196, 10583, 10585, 12960, 17991, 20380, 20385, 24441]
174[3432, 11527, 11528, 12963, 18934, 20383, 20385, 24441]
175[3789, 12959, 12960, 12963, 20380, 20383, 20385, 24441]
176[400, 5642, 6287, 7151, 16490, 18070, 18931, 24442]
177[1478, 5642, 9083, 10663, 16490, 18070, 20381, 24442]
178[1800, 6287, 9084, 11523, 16490, 18931, 20382, 24442]
179[2232, 7151, 10664, 11525, 18070, 18931, 20386, 24442]
180[2821, 9083, 9084, 12959, 16490, 20381, 20382, 24442]
181[3216, 10663, 10664, 12961, 18070, 20381, 20386, 24442]
182[3431, 11523, 11525, 12962, 18931, 20382, 20386, 24442]
183[3789, 12959, 12961, 12962, 20381, 20382, 20386, 24442]
184[401, 5643, 6289, 7153, 16491, 18071, 18935, 24443]
185[1478, 5643, 9083, 10663, 16491, 18071, 20381, 24443]
186[1801, 6289, 9085, 11527, 16491, 18935, 20383, 24443]
187[2233, 7153, 10665, 11529, 18071, 18935, 20387, 24443]
188[2821, 9083, 9085, 12959, 16491, 20381, 20383, 24443]
189[3216, 10663, 10665, 12961, 18071, 20381, 20387, 24443]
190[3432, 11527, 11529, 12963, 18935, 20383, 20387, 24443]
191[3789, 12959, 12961, 12963, 20381, 20383, 20387, 24443]
192[6, 4132, 4818, 7082, 14992, 17992, 18936, 24444]
193[723, 4132, 7586, 10586, 14992, 17992, 20388, 24444]
194[1066, 4818, 7588, 11530, 14992, 18936, 20390, 24444]
195[2198, 7082, 10588, 11532, 17992, 18936, 20396, 24444]
196[2447, 7586, 7588, 12964, 14992, 20388, 20390, 24444]
197[3197, 10586, 10588, 12966, 17992, 20388, 20396, 24444]
198[3433, 11530, 11532, 12968, 18936, 20390, 20396, 24444]
199[3790, 12964, 12966, 12968, 20388, 20390, 20396, 24444]
200[7, 4133, 4820, 7084, 14993, 17993, 18940, 24445]
201[723, 4133, 7586, 10586, 14993, 17993, 20388, 24445]
202[1067, 4820, 7589, 11534, 14993, 18940, 20391, 24445]
203[2199, 7084, 10589, 11536, 17993, 18940, 20397, 24445]
204[2447, 7586, 7589, 12964, 14993, 20388, 20391, 24445]
205[3197, 10586, 10589, 12966, 17993, 20388, 20397, 24445]
206[3434, 11534, 11536, 12969, 18940, 20391, 20397, 24445]
207[3790, 12964, 12966, 12969, 20388, 20391, 20397, 24445]
208[42, 4174, 4819, 7154, 14994, 18076, 18937, 24446]
209[744, 4174, 7587, 10670, 14994, 18076, 20389, 24446]
210[1066, 4819, 7588, 11530, 14994, 18937, 20390, 24446]
211[2234, 7154, 10672, 11533, 18076, 18937, 20398, 24446]
212[2447, 7587, 7588, 12964, 14994, 20389, 20390, 24446]
213[3218, 10670, 10672, 12967, 18076, 20389, 20398, 24446]
214[3433, 11530, 11533, 12968, 18937, 20390, 20398, 24446]
215[3790, 12964, 12967, 12968, 20389, 20390, 20398, 24446]
216[43, 4175, 4821, 7156, 14995, 18077, 18941, 24447]
217[744, 4175, 7587, 10670, 14995, 18077, 20389, 24447]
218[1067, 4821, 7589, 11534, 14995, 18941, 20391, 24447]
219[2235, 7156, 10673, 11537, 18077, 18941, 20399, 24447]
220[2447, 7587, 7589, 12964, 14995, 20389, 20391, 24447]
221[3218, 10670, 10673, 12967, 18077, 20389, 20399, 24447]
222[3434, 11534, 11537, 12969, 18941, 20391, 20399, 24447]
223[3790, 12964, 12967, 12969, 20389, 20391, 20399, 24447]
224[366, 5604, 6290, 7083, 16492, 17994, 18938, 24448]
225[1459, 5604, 9086, 10587, 16492, 17994, 20392, 24448]
226[1802, 6290, 9088, 11531, 16492, 18938, 20394, 24448]
227[2198, 7083, 10588, 11532, 17994, 18938, 20396, 24448]
228[2822, 9086, 9088, 12965, 16492, 20392, 20394, 24448]
229[3197, 10587, 10588, 12966, 17994, 20392, 20396, 24448]
230[3433, 11531, 11532, 12968, 18938, 20394, 20396, 24448]
231[3790, 12965, 12966, 12968, 20392, 20394, 20396, 24448]
232[367, 5605, 6292, 7085, 16493, 17995, 18942, 24449]
233[1459, 5605, 9086, 10587, 16493, 17995, 20392, 24449]
234[1803, 6292, 9089, 11535, 16493, 18942, 20395, 24449]
235[2199, 7085, 10589, 11536, 17995, 18942, 20397, 24449]
236[2822, 9086, 9089, 12965, 16493, 20392, 20395, 24449]
237[3197, 10587, 10589, 12966, 17995, 20392, 20397, 24449]
238[3434, 11535, 11536, 12969, 18942, 20395, 20397, 24449]
239[3790, 12965, 12966, 12969, 20392, 20395, 20397, 24449]
240[402, 5646, 6291, 7155, 16494, 18078, 18939, 24450]
241[1480, 5646, 9087, 10671, 16494, 18078, 20393, 24450]
242[1802, 6291, 9088, 11531, 16494, 18939, 20394, 24450]
243[2234, 7155, 10672, 11533, 18078, 18939, 20398, 24450]
244[2822, 9087, 9088, 12965, 16494, 20393, 20394, 24450]
245[3218, 10671, 10672, 12967, 18078, 20393, 20398, 24450]
246[3433, 11531, 11533, 12968, 18939, 20394, 20398, 24450]
247[3790, 12965, 12967, 12968, 20393, 20394, 20398, 24450]
248[403, 5647, 6293, 7157, 16495, 18079, 18943, 24451]
249[1480, 5647, 9087, 10671, 16495, 18079, 20393, 24451]
250[1803, 6293, 9089, 11535, 16495, 18943, 20395, 24451]
251[2235, 7157, 10673, 11537, 18079, 18943, 20399, 24451]
252[2822, 9087, 9089, 12965, 16495, 20393, 20395, 24451]
253[3218, 10671, 10673, 12967, 18079, 20393, 20399, 24451]
254[3434, 11535, 11537, 12969, 18943, 20395, 20399, 24451]
255[3790, 12965, 12967, 12969, 20393, 20395, 20399, 24451]
256[8, 4134, 4822, 7086, 14996, 17996, 18944, 24452]
257[724, 4134, 7590, 10590, 14996, 17996, 20400, 24452]
258[1068, 4822, 7592, 11538, 14996, 18944, 20402, 24452]
259[2200, 7086, 10592, 11540, 17996, 18944, 20408, 24452]
260[2448, 7590, 7592, 12970, 14996, 20400, 20402, 24452]
261[3198, 10590, 10592, 12972, 17996, 20400, 20408, 24452]
262[3435, 11538, 11540, 12974, 18944, 20402, 20408, 24452]
263[3791, 12970, 12972, 12974, 20400, 20402, 20408, 24452]
264[9, 4135, 4824, 7088, 14997, 17997, 18948, 24453]
265[724, 4135, 7590, 10590, 14997, 17997, 20400, 24453]
266[1069, 4824, 7593, 11542, 14997, 18948, 20403, 24453]
267[2201, 7088, 10593, 11544, 17997, 18948, 20409, 24453]
268[2448, 7590, 7593, 12970, 14997, 20400, 20403, 24453]
269[3198, 10590, 10593, 12972, 17997, 20400, 20409, 24453]
270[3436, 11542, 11544, 12975, 18948, 20403, 20409, 24453]
271[3791, 12970, 12972, 12975, 20400, 20403, 20409, 24453]
272[44, 4178, 4823, 7158, 14998, 18084, 18945, 24454]
273[746, 4178, 7591, 10678, 14998, 18084, 20401, 24454]
274[1068, 4823, 7592, 11538, 14998, 18945, 20402, 24454]
275[2236, 7158, 10680, 11541, 18084, 18945, 20410, 24454]
276[2448, 7591, 7592, 12970, 14998, 20401, 20402, 24454]
277[3220, 10678, 10680, 12973, 18084, 20401, 20410, 24454]
278[3435, 11538, 11541, 12974, 18945, 20402, 20410, 24454]
279[3791, 12970, 12973, 12974, 20401, 20402, 20410, 24454]
280[45, 4179, 4825, 7160, 14999, 18085, 18949, 24455]
281[746, 4179, 7591, 10678, 14999, 18085, 20401, 24455]
282[1069, 4825, 7593, 11542, 14999, 18949, 20403, 24455]
283[2237, 7160, 10681, 11545, 18085, 18949, 20411, 24455]
284[2448, 7591, 7593, 12970, 14999, 20401, 20403, 24455]
285[3220, 10678, 10681, 12973, 18085, 20401, 20411, 24455]
286[3436, 11542, 11545, 12975, 18949, 20403, 20411, 24455]
287[3791, 12970, 12973, 12975, 20401, 20403, 20411, 24455]
288[368, 5606, 6294, 7087, 16496, 17998, 18946, 24456]
289[1460, 5606, 9090, 10591, 16496, 17998, 20404, 24456]
290[1804, 6294, 9092, 11539, 16496, 18946, 20406, 24456]
291[2200, 7087, 10592, 11540, 17998, 18946, 20408, 24456]
292[2823, 9090, 9092, 12971, 16496, 20404, 20406, 24456]
293[3198, 10591, 10592, 12972, 17998, 20404, 20408, 24456]
294[3435, 11539, 11540, 12974, 18946, 20406, 20408, 24456]
295[3791, 12971, 12972, 12974, 20404, 20406, 20408, 24456]
296[369, 5607, 6296, 7089, 16497, 17999, 18950, 24457]
297[1460, 5607, 9090, 10591, 16497, 17999, 20404, 24457]
298[1805, 6296, 9093, 11543, 16497, 18950, 20407, 24457]
299[2201, 7089, 10593, 11544, 17999, 18950, 20409, 24457]
300[2823, 9090, 9093, 12971, 16497, 20404, 20407, 24457]
301[3198, 10591, 10593, 12972, 17999, 20404, 20409, 24457]
302[3436, 11543, 11544, 12975, 18950, 20407, 20409, 24457]
303[3791, 12971, 12972, 12975, 20404, 20407, 20409, 24457]
304[404, 5650, 6295, 7159, 16498, 18086, 18947, 24458]
305[1482, 5650, 9091, 10679, 16498, 18086, 20405, 24458]
306[1804, 6295, 9092, 11539, 16498, 18947, 20406, 24458]
307[2236, 7159, 10680, 11541, 18086, 18947, 20410, 24458]
308[2823, 9091, 9092, 12971, 16498, 20405, 20406, 24458]
309[3220, 10679, 10680, 12973, 18086, 20405, 20410, 24458]
310[3435, 11539, 11541, 12974, 18947, 20406, 20410, 24458]
311[3791, 12971, 12973, 12974, 20405, 20406, 20410, 24458]
312[405, 5651, 6297, 7161, 16499, 18087, 18951, 24459]
313[1482, 5651, 9091, 10679, 16499, 18087, 20405, 24459]
314[1805, 6297, 9093, 11543, 16499, 18951, 20407, 24459]
315[2237, 7161, 10681, 11545, 18087, 18951, 20411, 24459]
316[2823, 9091, 9093, 12971, 16499, 20405, 20407, 24459]
317[3220, 10679, 10681, 12973, 18087, 20405, 20411, 24459]
318[3436, 11543, 11545, 12975, 18951, 20407, 20411, 24459]
319[3791, 12971, 12973, 12975, 20405, 20407, 20411, 24459]
320[10, 4136, 4826, 7090, 15000, 18000, 18952, 24460]
321[725, 4136, 7594, 10594, 15000, 18000, 20412, 24460]
322[1070, 4826, 7596, 11546, 15000, 18952, 20414, 24460]
323[2202, 7090, 10596, 11548, 18000, 18952, 20420, 24460]
324[2449, 7594, 7596, 12976, 15000, 20412, 20414, 24460]
325[3199, 10594, 10596, 12978, 18000, 20412, 20420, 24460]
326[3437, 11546, 11548, 12980, 18952, 20414, 20420, 24460]
327[3792, 12976, 12978, 12980, 20412, 20414, 20420, 24460]
328[11, 4137, 4828, 7092, 15001, 18001, 18956, 24461]
329[725, 4137, 7594, 10594, 15001, 18001, 20412, 24461]
330[1071, 4828, 7597, 11550, 15001, 18956, 20415, 24461]
331[2203, 7092, 10597, 11552, 18001, 18956, 20421, 24461]
332[2449, 7594, 7597, 12976, 15001, 20412, 20415, 24461]
333[3199, 10594, 10597, 12978, 18001, 20412, 20421, 24461]
334[3438, 11550, 11552, 12981, 18956, 20415, 20421, 24461]
335[3792, 12976, 12978, 12981, 20412, 20415, 20421, 24461]
336[46, 4182, 4827, 7162, 15002, 18092, 18953, 24462]
337[748, 4182, 7595, 10686, 15002, 18092, 20413, 24462]
338[1070, 4827, 7596, 11546, 15002, 18953, 20414, 24462]
339[2238, 7162, 10688, 11549, 18092, 18953, 20422, 24462]
340[2449, 7595, 7596, 12976, 15002, 20413, 20414, 24462]
341[3222, 10686, 10688, 12979, 18092, 20413, 20422, 24462]
342[3437, 11546, 11549, 12980, 18953, 20414, 20422, 24462]
343[3792, 12976, 12979, 12980, 20413, 20414, 20422, 24462]
344[47, 4183, 4829, 7164, 15003, 18093, 18957, 24463]
345[748, 4183, 7595, 10686, 15003, 18093, 20413, 24463]
346[1071, 4829, 7597, 11550, 15003, 18957, 20415, 24463]
347[2239, 7164, 10689, 11553, 18093, 18957, 20423, 24463]
348[2449, 7595, 7597, 12976, 15003, 20413, 20415, 24463]
349[3222, 10686, 10689, 12979, 18093, 20413, 20423, 24463]
350[3438, 11550, 11553, 12981, 18957, 20415, 20423, 24463]
351[3792, 12976, 12979, 12981, 20413, 20415, 20423, 24463]
352[370, 5608, 6298, 7091, 16500, 18002, 18954, 24464]
353[1461, 5608, 9094, 10595, 16500, 18002, 20416, 24464]
354[1806, 6298, 9096, 11547, 16500, 18954, 20418, 24464]
355[2202, 7091, 10596, 11548, 18002, 18954, 20420, 24464]
356[2824, 9094, 9096, 12977, 16500, 20416, 20418, 24464]
357[3199, 10595, 10596, 12978, 18002, 20416, 20420, 24464]
358[3437, 11547, 11548, 12980, 18954, 20418, 20420, 24464]
359[3792, 12977, 12978, 12980, 20416, 20418, 20420, 24464]
360[371, 5609, 6300, 7093, 16501, 18003, 18958, 24465]
361[1461, 5609, 9094, 10595, 16501, 18003, 20416, 24465]
362[1807, 6300, 9097, 11551, 16501, 18958, 20419, 24465]
363[2203, 7093, 10597, 11552, 18003, 18958, 20421, 24465]
364[2824, 9094, 9097, 12977, 16501, 20416, 20419, 24465]
365[3199, 10595, 10597, 12978, 18003, 20416, 20421, 24465]
366[3438, 11551, 11552, 12981, 18958, 20419, 20421, 24465]
367[3792, 12977, 12978, 12981, 20416, 20419, 20421, 24465]
368[406, 5654, 6299, 7163, 16502, 18094, 18955, 24466]
369[1484, 5654, 9095, 10687, 16502, 18094, 20417, 24466]
370[1806, 6299, 9096, 11547, 16502, 18955, 20418, 24466]
371[2238, 7163, 10688, 11549, 18094, 18955, 20422, 24466]
372[2824, 9095, 9096, 12977, 16502, 20417, 20418, 24466]
373[3222, 10687, 10688, 12979, 18094, 20417, 20422, 24466]
374[3437, 11547, 11549, 12980, 18955, 20418, 20422, 24466]
375[3792, 12977, 12979, 12980, 20417, 20418, 20422, 24466]
376[407, 5655, 6301, 7165, 16503, 18095, 18959, 24467]
377[1484, 5655, 9095, 10687, 16503, 18095, 20417, 24467]
378[1807, 6301, 9097, 11551, 16503, 18959, 20419, 24467]
379[2239, 7165, 10689, 11553, 18095, 18959, 20423, 24467]
380[2824, 9095, 9097, 12977, 16503, 20417, 20419, 24467]
381[3222, 10687, 10689, 12979, 18095, 20417, 20423, 24467]
382[3438, 11551, 11553, 12981, 18959, 20419, 20423, 24467]
383[3792, 12977, 12979, 12981, 20417, 20419, 20423, 24467]
384[12, 4138, 4830, 7094, 15004, 18004, 18960, 24468]
385[726, 4138, 7598, 10598, 15004, 18004, 20424, 24468]
386[1072, 4830, 7600, 11554, 15004, 18960, 20426, 24468]
387[2204, 7094, 10600, 11556, 18004, 18960, 20432, 24468]
388[2450, 7598, 7600, 12982, 15004, 20424, 20426, 24468]
389[3200, 10598, 10600, 12984, 18004, 20424, 20432, 24468]
390[3439, 11554, 11556, 12986, 18960, 20426, 20432, 24468]
391[3793, 12982, 12984, 12986, 20424, 20426, 20432, 24468]
392[13, 4139, 4832, 7096, 15005, 18005, 18964, 24469]
393[726, 4139, 7598, 10598, 15005, 18005, 20424, 24469]
394[1073, 4832, 7601, 11558, 15005, 18964, 20427, 24469]
395[2205, 7096, 10601, 11560, 18005, 18964, 20433, 24469]
396[2450, 7598, 7601, 12982, 15005, 20424, 20427, 24469]
397[3200, 10598, 10601, 12984, 18005, 20424, 20433, 24469]
398[3440, 11558, 11560, 12987, 18964, 20427, 20433, 24469]
399[3793, 12982, 12984, 12987, 20424, 20427, 20433, 24469]
400[48, 4186, 4831, 7166, 15006, 18100, 18961, 24470]
401[750, 4186, 7599, 10694, 15006, 18100, 20425, 24470]
402[1072, 4831, 7600, 11554, 15006, 18961, 20426, 24470]
403[2240, 7166, 10696, 11557, 18100, 18961, 20434, 24470]
404[2450, 7599, 7600, 12982, 15006, 20425, 20426, 24470]
405[3224, 10694, 10696, 12985, 18100, 20425, 20434, 24470]
406[3439, 11554, 11557, 12986, 18961, 20426, 20434, 24470]
407[3793, 12982, 12985, 12986, 20425, 20426, 20434, 24470]
408[49, 4187, 4833, 7168, 15007, 18101, 18965, 24471]
409[750, 4187, 7599, 10694, 15007, 18101, 20425, 24471]
410[1073, 4833, 7601, 11558, 15007, 18965, 20427, 24471]
411[2241, 7168, 10697, 11561, 18101, 18965, 20435, 24471]
412[2450, 7599, 7601, 12982, 15007, 20425, 20427, 24471]
413[3224, 10694, 10697, 12985, 18101, 20425, 20435, 24471]
